"genenames","signed_p_Rp_WT_norvsOIR","signed_p_RPE_WT_norvsOIR","signed_p_SC_F_WT_norvsOIR","signed_p_Muller_WT_norvsOIR","signed_p_Microglia_WT_norvsOIR","signed_p_Cone_WT_norvsOIR","signed_p_BC_WT_norvsOIR","signed_p_AC_WT_norvsOIR","signed_p_Melano_WT_norvsOIR","signed_p_Immune_WT_norvsOIR","signed_p_Endo_WT_norvsOIR","signed_p_R_BC_WT_norvsOIR","signed_p_other_BCs_WT_norvsOIR"
"Hpcal1",-1.29521207868791,-0.147155742401383,-0.24197855508002,0.130317684027052,-0.0597356941301834,-0.780149373292668,0.255835311270522,-0.860372594473411,-0.585750627286319,1.03395446845656,-0.815608839782808,0,0
"Hpcal4",-1.01472736764169,-1.92886753498576,0.619946453510793,0.054172074504403,0,-0.0228934003416911,-0.0724398269146582,1.3533663599309,0,-0.771475345538785,0,0,1.70711179847629
"Hpd",0,0,0,0,0,0,0,0,0,0,0,0,0
"Hpdl",-1.5138439385022,0.544267324173117,0,-0.062132669381969,0,-1.1495136619048,0.643401885259761,0.272975530112227,0.298736137476469,0.308135067791026,0,0.56639652940559,-0.499435184341675
"Hpf1",-1.15989464182349,1.0954424211887,0.252941865454259,-0.0878533890748943,-0.348119935902117,-0.667162321378595,0.605915998322034,-0.114677471321528,0.212759830954905,-0.235962414843776,-0.0362379368602012,-1.36172943415445,-0.0597744728637525
"Hpgd",-0.262275781326456,0.776584779472368,-0.409649091006242,0.523701155479215,-1.43828810407799,0,0,-0.0182839919149043,0.948930492444763,-0.340231737265572,0,0,0
"Hpgds",-0.215765027463075,-0.214027237685232,0.0852327836457046,0,-0.0583618599146104,0,0,0,-0.310294597425821,0.66497612542256,0.432771932265703,0,0
"Hpn",0.380116440005269,0.937016482369478,1.58518920481226,0.691727472455935,-0.596324324854873,0,0,0,0.259793667322702,0.496495643792375,0.71379439319811,0,0
"Hprt",0.0597910322922006,1.92536424445436,-0.303487347025962,1.87314201804936,0.652311309496876,0.00464761745323778,-0.668004136363949,0.181681707514914,-0.488502332318835,-0.0999806958828475,-0.0362873229510158,0.0272772181179534,0.447213875286966
"Hps1",0.52726376063133,0.173910099982806,-0.133322855549573,0.185697924528408,-0.188896665525614,0.379186031519867,0.793264250880269,-0.340417689718056,-0.624204603045726,0.230727464508811,-0.296746013009161,0.0369987673275843,0.24502831449307
"Hps3",-1.38336813620544,-0.922299478062121,-0.315669355545587,-0.0233918774953924,-5.1760694085582,0.519582994986293,0.123803206658899,0.067288409302889,0.0311514057410285,-0.138054945466817,-0.0252339855382567,0.300453818320475,0.0504375799796724
"Hps4",0.263418131012703,-0.165867191712482,0.107089332912057,0.244768203550335,-1.93701990766457,-0.058098085652914,-0.890443428622186,0.301657833379642,-0.127204075943715,-0.169226323219556,-0.263268567979474,-0.138643844303871,-1.0937712095541
"Hps5",0.255749033172982,0.516089309690889,0.303262519600795,-1.24316046153262,-1.54418958608168,0.160365221834448,-0.908951609809805,-0.058651404606721,0.543362438158283,0.912809367050686,0,0.632898187434443,0.236617461872789
"Hps6",-0.761046836091177,-0.0784525870524983,-1.16022176181018,-1.32416840195642,-1.42617932917424,0.461328107936453,-0.588748407808519,-1.02285201063148,0.137342840635904,0.173330588615198,-0.132028479032633,0.0180492887960897,0.40425307917567
"Hpse",0.120821859557682,1.03865413285127,0.804966015833812,0.691727472455935,-0.629076294183167,0,0.643401885259761,0.54929619577286,0.200829076007798,-0.480635681701186,0,0.56639652940559,-0.499435184341675
"Hpse2",0,0.480509713775952,0,0,0,0,0,0,0,0,0,0,0
"Hpx",0.647275379324141,1.03865413285127,-0.266886290491494,1.11784115192762,0.15330553436389,-0.934006551493273,0.146137836035042,1.25797787706373,0.0379778934208706,0,-0.0385405674840598,1.68932283810786,0.420276829116943
"Hr",0.6302940620927,1.54311409934604,-0.0284778496971634,-0.794457513615952,-0.343492049937593,-0.00796248765467323,-0.940397342114504,-0.249827584657996,0.840292027402601,-0.515908786461603,-0.622617223394458,-0.66045829596784,-1.16960978195333
"Hras",0.0693932029552523,-0.0727600576660603,1.93963502076393,0.739358385832555,-1.07629526631433,0.0554424651080405,-0.085845289481249,-0.0115795613691686,0.153104785534236,0.208359782230853,0.605777478667587,-0.16170560633418,-0.0051417426595787
"Hrc",0.0864665466997208,0,0.418326788881755,-0.356428099417734,0.67207150967679,0,-0.366665077584099,-0.693731083222768,0,0,-0.530504997020365,0,0
"Hrct1",-0.0862021201991937,0,-0.080755920140255,0.691727472455935,0.415361012849499,0,0,0.742023495202219,-0.413184040361795,0,-0.739286151486901,-0.335025325636649,0
"Hrg",0,0,0,0,0,0,0,0,0,0,0,0,0
"Hrh1",0,0.480509713775952,0.0852327836457046,0,-0.0145561961239202,0,0,0.322662301289338,0,-0.308135067791026,-0.530504997020365,0,0
"Hrh2",0,0,0,0,-0.789124284586363,0,0,-0.32247867597717,0,-0.374154928578029,0,0,0
"Hrh3",-1.24645906459971,0,-0.177443447904969,-0.135237269460653,0,0,-1.44293475689005,-1.19791553861125,0,-0.308135067791026,0,-1.84270754022463,-2.71246775535775
"Hrh4",-0.448511634043672,0,-0.0959902112465787,0.0312228209915537,0,0.00958038134154453,0.101475405864049,0,0,0,0,0.956617101082366,0
"Hrk",-0.00533779929058226,0,-0.648869140642668,4.28210376780725,-0.576491088771401,-0.51182261397306,0.115598805277682,-0.693731083222768,0,0,-0.530504997020365,-0.561742000939252,-0.499435184341675
"Hrnr",0,0,0,0,0,-0.51182261397306,0,0,0,0,0,0,0
"Hs1bp3",0.946255558754405,-0.544038652503559,-0.138268651455742,-0.969115990265335,-0.226551550388849,-0.217439470015181,-0.331500307475536,-0.216203564585576,-0.101081127485709,-0.515908786461603,-1.59141441246108,0.163435883042712,-1.01399981082045
"Hs2st1",-1.06981025802123,1.06892400219442,-0.26556679560327,-0.252173843940482,-0.578425893239883,0.146786251186539,-1.44418488902323,-0.281323393417022,-0.544581601392048,-0.037690790345036,0.274833311467671,-0.263397027790453,-0.553839861900833
"Hs3st1",-0.748357324080416,0,-0.314367669524958,1.88322405974315,-0.576491088771401,0.223309744585187,0.377006426651705,0.474496875883426,-0.459557688044128,0,-0.870077519204237,0.109344422227916,-0.0873067820281924
"Hs3st2",0,0,1.01879898092652,0,0,0,-0.800004902785945,0.182240760977756,0,0,0,0,0
"Hs3st3a1",-0.466541838470236,-0.0188505898962076,-0.183033553174584,0.691727472455935,0.415361012849499,0,0,0,0,0,-0.530504997020365,0,0
"Hs3st3b1",0.256380047460817,-0.672342004392771,-0.0710093876620549,2.24696384130533,-0.337769672053761,-0.0247697076856029,0.181137894684427,-0.276882618032367,-0.413184040361795,-0.185974544773311,0.286178207829134,0.577362457258484,-0.0853716835705122
"Hs3st4",1.10562857982242,0.962251919369955,0,0.435392275741,0,0,0.679357967645917,0.322662301289338,0,0,0,0.0477294406591531,-0.485636048014443
"Hs3st5",-0.0896241957603137,0,-0.303566529730129,-0.895821261726816,0,-0.51182261397306,-1.10654258864246,0.195982748168682,0,0,-0.530504997020365,-1.79325644172825,-0.257577079494225
"Hs3st6",-1.08708972421226,0,-0.39778930343576,0,0,0,0,0,0,0,0,0,0
"Hs6st1",-0.416512519891079,1.19974153066985,1.50384261611532,-0.214500202774931,-1.23196978951695,0.642547754867065,-0.553344576191892,0.0909705259356799,-0.792623119351318,-1.51041866236248,0.678861789021248,-0.523093790412649,-0.486909206994144
"Hs6st2",-0.824890267532137,-1.54102229239096,-0.0347995231101584,0,-0.576491088771401,-1.1495136619048,0.232955433455929,-0.0576507939450186,0,0,-0.530504997020365,0.0681919417418856,0.225347131020272
"Hs6st3",0.12670892522674,-0.22341095090232,-0.0852327836457046,-0.75436259514428,0.415361012849499,0.461328107936453,0.366665077584099,-0.283577644460936,0,-0.185974544773311,-1.21842835781789,-0.398912934352276,0
"Hsbp1",0.00694487401130428,0.965671429159708,-0.412123526752396,-0.747309534149447,0.172223777942091,-0.463165237079012,-0.298414069169562,0.238985638030992,-0.180649723317746,-0.461693949281989,-0.286431315366302,-0.153340310341689,-0.830421300988631
"Hsbp1l1",-0.264248096197125,-0.0597084096834447,0.475219795534086,0.606954937848239,-0.569476936292062,-0.178273982036225,-0.305965144512371,0.141727954447133,-0.0558659861837845,0.496495643792375,0.71379439319811,-0.034907439256332,-1.16744805189428
"Hscb",0.164091993798371,-0.0171252597462467,0.261453860631878,-0.738202550235342,0,0.461415956845527,-0.161946856699912,-0.169929779593784,0.390100630981275,0.570882284569169,0.081203340541615,0.125701049000932,-0.298620326361521
"Hsd11b1",0.380116440005269,0.147863370858002,0.583057609299384,0.691727472455935,0,0,0,0.322662301289338,0,0.0429637765231236,0,0,0
"Hsd11b2",0,0,-0.487493511830036,-1.92343290621237,0,0,1.08110945000703,0,0,0,0.71379439319811,0,0
"Hsd17b1",-0.723861954394434,0.480509713775952,0.0312686355402648,0.50449774558624,-0.107972681242141,0.00958038134154453,-0.616668948205089,0.322662301289338,0.457089088415082,0,0,0.956617101082366,0
"Hsd17b10",-0.120980656582472,-0.170137739469872,0.784328259201389,-0.215618105147135,0.636556810063892,-1.83978500696056,-0.467556518996769,0.719011333515036,0.824143108950025,-0.199724057372475,-0.679681109933412,-0.745259159900665,0.549394351711077
"Hsd17b11",0.288593131879728,0.437207649466085,0.149535634474503,-0.733263154077257,-4.14622689788784,0.461328107936453,0.482899629674305,-0.610030721404739,-0.306565837718209,-0.373444011255286,-0.365163955389962,0.0681919417418856,0.349369943295892
"Hsd17b12",-1.51529165603984,-0.134832634980722,0.175128010143403,-1.57088287898997,0.154413745724698,0.708376920899019,-0.743989949276262,0.0283477616565931,-0.371659511487612,-0.684145626192789,0.236275400588497,0.169829876873497,-0.543896790333414
"Hsd17b13",0,0.056410122686014,-0.0221344731693797,0.691727472455935,-0.338850793675468,0,0,0,0.259793667322702,0,0,0,0
"Hsd17b14",-0.656867571866404,0,-0.394367285320426,-0.231256828764643,-0.377743530603438,-0.201000887099542,-0.366665077584099,0,0.259793667322702,0,-0.530504997020365,0,0
"Hsd17b2",1.14317244681483,0,0.618078187603123,13.5973555642189,0,0.223309744585187,0.643401885259761,0,0,-0.771475345538785,0,0.56639652940559,0
"Hsd17b3",0,0,0,0,0,0,0,0,0,0,0,0,0
"Hsd17b4",-0.477843453411603,1.32326737544556,0.216601033810954,-0.352600824970605,-0.109755514924752,-0.275578293650797,-0.203330489649324,-0.465767085312838,-0.23755885136742,-0.213920649201282,-0.319351189218027,0.323608498889757,-0.327070102723867
"Hsd17b6",0.380116440005269,0,0,0,0,0,0,0,0,0,0,0,0
"Hsd17b7",0.0215573810050873,-0.157254887134503,-0.429749914338197,-0.282029537192587,-0.97341883921984,0.14868061575814,-0.44321786588414,-0.612965642709196,0.132531209950467,0.303529227061025,-0.163325242372654,0.620429681634389,0.984491866100421
"Hsd3b1",0,0,0,0,0,0,0,0,0,0,0,0,0
"Hsd3b2",0,0,0,0,0,0,0,0,0,0,0,0,0
"Hsd3b3",0,0,0,0,0,0,0,0,0,0,0,0,0
"Hsd3b4",0,0,0,0,0,0,0,0,0,0,0,0,0
"Hsd3b5",0,0,0,0,0,0,0,0,0,0,0,0,0
"Hsd3b6",0,0,0,0,0,0,0,0,0,0,0,0,0
"Hsd3b7",-0.588549808906383,1.20498739662123,0.197693434883576,0.0441861467894254,-0.0556872135164083,-0.176425204993982,0.0841956575620578,-0.632285090401255,0.514106592599956,-1.09951863436865,-2.12761867855938,-1.00705848941451,-0.325852329438599
"Hsdl1",-0.541341765307635,0.765318553200082,0.242957786341717,0.936644597270926,-0.594974371317221,0.6422574301076,0.421210434360821,-0.907715167468598,0.0443525860273511,0.581235107182897,0.168069627337481,0.424700034225658,-1.052796285723
"Hsdl2",0.685851827291841,-0.173077983782727,0.100915715457844,-0.567746127957371,-0.341361416549117,0.435287289301039,-0.110402301372428,-0.551477147820167,0.0317539836179779,0.286589691506274,-0.471545920938016,0.332283768268389,0.0813253063773482
"Hsf1",-0.240210792477534,0.97339368992872,1.10120658172083,1.11316244380087,-0.61601655045371,-0.062432646084766,0.813438706906844,0.0720075355219985,0.333199872942635,-0.250282242913866,0.469408723220975,0.431260698894033,0.46710329228254
"Hsf2",-4.70558765376269,0.0815730137418134,0.918750783283958,-0.648877962081231,-0.492576275008345,0.415070169151446,0.147856304126686,0.32693403694366,0.0274182415923846,-0.507666490440178,-0.829958682563122,0.198670966384933,1.2291346246925
"Hsf2bp",0.17881003318747,0,0,0.691727472455935,-0.576491088771401,0.678768199694724,0.643401885259761,0.742023495202219,0.259793667322702,0,-1.21842835781789,0,0.431488329433793
"Hsf3",0,-0.0130480687581163,0.163347165675887,0.356428099417734,0,0,0,0,0,0,0,0,0
"Hsf4",-0.44914422982723,-0.049352018306099,0.824504098823164,0.691727472455935,0.415361012849499,0.461328107936453,0.366665077584099,0.285179827921161,0.194388584994354,0,-0.0890337767664003,0,-0.499435184341675
"Hsf5",0.0361094370801509,0,1.0932953226646,-0.367158886846519,-0.35676520820928,-0.218506795776146,-0.997150393996418,0.342390008252272,-0.413184040361795,0,-0.530504997020365,-0.659895333238492,-0.85151044206905
"Hsfy2",0,0,0,0,0,0,0,0,0,0,0,0,0
"Hsh2d",0.215084844064014,0,-0.0979781949981264,0.510029887739035,0.371114242915265,-0.51182261397306,0.643401885259761,0,0.948930492444763,-0.185974544773311,0,-0.398912934352276,0
"Hsp90aa1",-0.950198265531398,-0.680022975745875,0.181924732907775,1.54000496400598,-0.282772566832541,0.0413321571893724,1.24635080363501,-0.141801719792658,-0.327435301287632,-0.89023442285992,-0.181994495777838,-0.126640460083032,-0.107229003545512
"Hsp90ab1",0.220124464961134,1.60374414829094,3.13007066475024,-0.120584602094505,0.717565541709664,-0.121717975344644,1.11136254175316,0.305266034144385,-0.239580510864481,-0.201770388282736,0.634075809817992,-0.178764232680858,0.07683928090611
"Hsp90b1",0.141933362432974,3.1896212815729,1.20234093278095,-0.767677399229751,-0.381531563490641,-0.3791682734312,-0.0119789479140572,-0.781244575866615,0.391721386524868,-0.128971189770262,0.279790872710833,0.27116464740657,-0.6915047366253
"Hspa12a",-1.04355108759369,-0.61272164443929,-0.0740946000023735,0.62215360136901,-1.29734857407175,0.717172003871049,-0.525400869370094,0.33801812913709,0.948930492444763,0,0.679379804682393,-0.948622426980122,-1.05939773525622
"Hspa12b",0.109575560378158,0.773421501374736,-0.0466051243633347,0,0.415361012849499,0.461328107936453,-0.59418977330657,0.322662301289338,0,0,-0.29002947329564,0.371574067459104,0.431488329433793
"Hspa13",-2.37775046736224,-0.0108977557447115,0.393907663526256,-1.18123401270186,-0.39671949469528,0.0993838715173243,-0.334891803113616,-0.213757859880165,0.198004518108321,-0.00224649594407082,-0.10906264319804,-0.0426388439990045,0.579231317277114
"Hspa14",-0.846517336310057,0.59694018650617,-0.0764304192827383,0.804791406915197,0.0961868088938564,0.15675854089143,0.699488259022302,-0.149794916236162,0.117521918993118,-0.12295600004392,0.246293709359742,0.630559786087758,-0.726150619162888
"Hspa1a",-7.26756108432446,-1.23313417974977,0.36413854821965,0.0514240137482364,-1.35880762622617,-1.52918788289439,0.661622481312343,0.913126369456176,-0.653365918400527,-0.412922458599947,-0.235556005412338,0.996679517471131,-0.0904180268984853
"Hspa1b",-2.55548786381586,-0.123000130775712,0.341471409705631,-0.0981090788742232,-2.3504020533318,-0.599121502740558,0.222092710023541,0.0220432669841107,-0.394784568191936,0.130375526850725,-0.0921260482567819,0.109344422227916,-0.111231921947873
"Hspa1l",0.28352501557865,0,-0.635462898254168,0.9011317478492,-1.06732143697426,0,-0.800004902785945,0,0,0,-0.530504997020365,0,0
"Hspa2",-0.274567420794271,0.344875670236668,-0.859280700812692,0.193455765965831,-2.14128396900147,0.212075253793528,0.741174480007952,0.264799264606036,0.0453660763289771,-1.10469759991413,-1.24969281699714,-0.149542836639855,1.57162119057607
"Hspa4",-1.95228644330967,0.29510302253724,0.0438513827100109,-0.849273979045341,-0.18211853910738,-0.312655506555988,0.715727613079693,-0.0434313153577791,0.533554983850529,0.0596403148378074,0.402668215916073,0.725092547935479,-0.967532598231016
"Hspa4l",-0.873774625568861,-0.00541243377261309,0.531661331498454,0.649192465325179,0,-0.326118397655167,-1.19620598148824,-0.0256058578346062,0.0511034925077885,0.14995810254761,0.469480214759652,0.0662377853105387,-0.543896790333414
"Hspa5",-1.09358580712673,2.75792726171093,0.709933122689297,1.79584525545313,-0.920127934826408,0.566336615767052,-0.018198400590381,0.733831948550599,-2.3927547706784,0.0367544707955914,0.652015594892011,-0.21013985831341,0.393111701871452
"Hspa8",-0.972372956553183,1.76045839792321,0.0667205135405331,0.0784797671248215,-3.09887463348603,-0.678621298215299,0.334027925434781,0.0111198274600652,-0.116323159028612,-0.0681969761067921,0.410018085959377,-0.919262703898453,-0.082786563627943
"Hspa9",0.40150532500361,0.885844839036244,-0.604308431935594,0.205803736528008,0.93281515315611,-0.521683674689686,0.444081223569223,0.414145058116063,-1.14190960330549,-0.991902810771849,0.763130013390437,-0.120488265282979,0.147344434705055
"Hspb1",0.128906326440042,-0.042443735989788,0.225608583593851,0.172164758141594,0.415361012849499,-0.0193694717981585,-0.366665077584099,0.141727954447133,0.948930492444763,0,-0.679004734506562,0.0681919417418856,0
"Hspb11",0.0387051639038834,0.924968713428702,0.268017752471911,-1.3132820670759,-1.23123151820042,0.380594965066813,-0.0922675306968477,0.181742196036591,0.259793667322702,-0.246824546312452,-0.0327203310800608,-0.205378216223772,0.653707069195692
"Hspb2",-0.466541838470236,0.449134632476473,-0.0926046337824879,1.30373210187632,0,-0.51182261397306,0,0,0.426576243674317,0,0,0,0
"Hspb3",0,0,-0.39778930343576,0,-0.878638910441226,0,0,-0.693731083222768,0,0,0,0,0
"Hspb6",-0.753564015526399,-0.129364625121912,0.607963189679905,3.99990365297026,0.308129245670785,-0.526291950612189,0.0271403126118554,1.12788587439107,-0.675072662181267,0,0.71379439319811,0.0360587463900991,0.1554467092195
"Hspb7",-0.660186047826332,0,0.220395640734123,0,-0.0975003283213128,0,0,0,0,0,0,0,0
"Hspb8",-0.430070125226654,-0.295448712131314,-0.0025747756483938,1.7004114701981,0.415361012849499,-0.0193694717981585,-0.366665077584099,0.167257363015108,0.259793667322702,0,0.391288923741958,1.36527330977857,0.431488329433793
"Hspb9",0,0,0.39778930343576,0,0.415361012849499,0,0,0,0,0,0.0227398757690313,0,0
"Hspbap1",0.0226492407415708,1.81641170078323,0.940899731323464,0.0836323215589344,0.0502812706261814,0.350272457948524,-0.402631722268387,0.0180917729823459,0.156423345465877,-0.729616766364675,-0.900833970710359,0.528717318212665,0.615674799856541
"Hspbp1",-0.319704251059989,-0.671243089579155,-0.161597712793219,0.201700511334962,0.138711473988326,0.0130230161506646,0.0322845381540811,0.0134701565963281,0.00895634263008231,1.04797976234546,0.0249116415594486,0.427883840852922,0.15738697026408
"Hspd1",-1.72037095423156,0.996962248710273,0.0131001869270013,0.0602653372775484,-0.843825889954955,0.306687295528213,0.452357782363484,0.41316874211148,0.17980551465413,0.444014801985864,0.184679212624951,0.265116711892837,-0.0265008373374691
"Hspe1",-0.559438837770578,1.16269184972328,-0.0243093565842877,0.97718794516328,-0.36720253062635,-0.671777426113357,0.0824727502984865,-0.211379959017678,0.0768477451982558,0.0682971590159067,0.0574379669019121,-0.320131799770383,0.0752593861027168
"Hspe1-rs1",-0.72562193865244,0.480509713775952,0.331706344283256,1.18572722327252,-0.878638910441226,-0.281911309337715,0.135033711623267,-0.693731083222768,0.0379778934208706,0.496495643792375,-0.530504997020365,-0.23419459023734,-1.18591052661963
"Hspg2",0.441870798891338,-0.392458411005002,0.207265360780388,0.349474970723586,-0.0975003283213128,0.432902976002526,0.081840068846368,-0.025288120604774,-0.724948312990919,0.308135067791026,1.60567588546351,0.956617101082366,0
"Hsph1",-0.0497527521587035,1.0346853388378,0.337811251209924,-0.679400735661343,-2.79530002633971,-0.0155561718180414,0.316674002726784,-0.375054014901848,0.0531576587246313,-0.0226289970355376,0.0819669690561542,-0.0619604122276483,-0.0652533847868103
"Htatip2",0.0862021201991937,-0.515231267959666,-0.239767353702796,0,0.280026123488328,0,0,0,0.788750391319253,-0.229614258385736,-0.441773333242888,0,0
"Htatsf1",-0.637193320178477,0.815511300727702,-0.581052413457324,-0.964500246514646,-0.351943000987822,-0.201894342553791,0.458975969168579,0.011306443224433,-0.458416280505714,-1.02262158115686,-0.658117226471095,-0.282530188077981,1.14685409218061
"Htr1a",0,0,0,0.356428099417734,0,0,0,-0.504845331718429,0,0,0,0.56639652940559,0.730003056815884
"Htr1b",-0.458347204061363,0,-0.488955183970749,-0.0863955581967604,-0.953755071703609,0.461328107936453,-0.366665077584099,0.219212808211611,0,0.308135067791026,-0.530504997020365,0.56639652940559,0
"Htr1d",-0.660186047826332,-0.0130480687581163,-0.0538617303953119,0,0,0,-0.366665077584099,0.285179827921161,0,0,0,-0.398912934352276,0
"Htr1f",0,0,0,0,0,0,0,1.25797787706373,0,0,0,0,0
"Htr2a",0,0,-0.39778930343576,0,0.67207150967679,0,-0.59418977330657,-0.264799264606036,0,0,-1.56050714429144,0,0
"Htr2b",-0.515871126517748,-0.0193930889396021,0,0,0.415361012849499,0,-0.366665077584099,0,0,0,0,-0.398912934352276,0
"Htr2c",0,0,0,0,0,0,0,-0.693731083222768,0,0,0,0,0
"Htr3a",-2.23715695847992,-0.682426794618917,-0.635462898254168,0.135237269460653,0,0,0.0841459438506501,0.182240760977756,0,-0.308135067791026,0,0,-0.245502958827623
"Htr3b",-0.114900015455068,0,0,0,0,0,0,0,0,0,0,0,0
"Htr4",-0.467370811588227,0,0,0,0,0,0,-0.518481918457214,0,0,0,0,0
"Htr5a",0.380116440005269,0,0,0,0,0,0,0.299747606430246,0,0,0,0,0
"Htr5b",0.380116440005269,0,0,0,0,0,0,0.742023495202219,0,0,0,0,0
"Htr6",0.380116440005269,0,0.698704065334293,0.827853169409666,0,0,-0.59418977330657,0.322662301289338,0,0,0,0.56639652940559,0.431488329433793
"Htr7",0,0,-0.848852122489169,0,0,0,0,-0.0586183218645219,0,0.496495643792375,0,0,0
"Htra1",20.1199553507069,1.63531286504446,-0.547547654660666,-11.7240966280597,0.36469815596102,0.894576806977183,0.397757663904169,0.0497294300094418,0.0292687188549985,0.496495643792375,0.137108678164865,1.20934751993148,0.454831530111111
"Htra2",0.094202621909994,1.70085945116898,0.770467505006892,-0.439383160931416,-0.690116513410247,0.299106901206434,0.0376980338153477,-0.206213098677843,-0.351085652926295,-0.388071049179413,0.0497439804904272,-0.557728818807178,-0.0276193797394952
"Htra3",1.10562857982242,-0.185372231957548,0.152656836272171,5.13069955817564,1.84644023860026,0.75493607873585,0,0,0,-1.83549940618502,-0.691815729434611,0.56639652940559,0.431488329433793
"Htra4",-0.0774584857951288,0,-1.06905766348404,0,0,0,0,0,0,-0.771475345538785,0,0,0
"Htt",-0.0711720637749883,-0.0916139642643323,0.0141608820019515,-1.58070077675468,1.33271440495997,0.666499119307307,0.725585661682772,0.0839459269255692,0.124847729452764,-1.11584006618672,0.0731632850025451,0.994536154722704,0.626820658344829
"Hunk",-4.99867986104251,0.403168788535588,-0.280159983574575,0.722038049025811,-0.576491088771401,-0.0466417036782886,0.223058835388558,-0.0674981936387073,-0.0452266187815855,0,0.398209352507727,0.0934157664018014,0.164619686713046
"Hus1",0.127672113516829,-0.0105530732913179,-0.347326612821658,-0.0516441087311707,-0.29360977029677,-0.0744042095125751,-0.18280596405096,-0.225850802645266,0.0381319688438204,-0.188506431013481,0.898461511433375,0.235804708679769,0.19577095311714
"Hus1b",-0.92312366249524,0,0.614407278119974,0.821915630098787,0.055794955352871,-0.0283271542920853,0.465287963780868,-0.0586170697519937,0.0468432714250331,0.66497612542256,-0.0532496066639358,0.397461627127054,0.105494528362638
"Huwe1",0.246466917329837,-0.561196424104693,0,0.118627432223278,0.0860825849080084,0.00340104596321204,0.31471398476064,0.421188875995735,-0.435275203206395,-0.0760871993634933,0.426246951572489,0.616925084358986,-0.082786563627943
"Hvcn1",0.262863811398257,1.03865413285127,-0.0497280864774945,-0.567208100923025,-0.53883663770129,0.461328107936453,0,0,-0.0774813492898135,-0.496495643792375,0,0,0
"Hyal1",-0.427116189813642,-1.0021015991394,0.12445517954296,0.151345659921115,0.236170491110798,-0.0193694717981585,0.643401885259761,0.02789181779917,-0.0793732010055376,-0.308135067791026,-0.92903015073643,0.56639652940559,0
"Hyal2",-0.326651421579284,-0.244048688778933,0.786981485897163,0.0907227937297787,-0.706470968618917,-0.0388288912929368,0.827117298454196,-0.946082842206258,0.276905811243731,0.66497612542256,0.490305284840496,-0.18847179957158,0.661759778187966
"Hyal3",0.370268274993945,0.22629117981114,-0.5722775386515,-0.17221258502077,1.12760243949484,0.0466417036782886,-0.586892249939534,-0.268128616922835,0.413184040361795,0.308135067791026,-0.316230032717806,0.11401921179066,1.01047376512566
"Hyal4",-0.380116440005269,0,0,0,0,0,0,0,0,0,0,0,0
"Hyal5",0,0,0,0,0,0,0,0,0,0,0,0,0
"Hyal6",0,0,0,0,0,0,0,0,0,0,0,0,0
"Hydin",-0.00337409244890717,0,0,0,0,0,0,0.322662301289338,0,0,0,0,0
"Hykk",-0.0202939953395866,0.437626709858188,-0.631273822755547,-0.229827980645256,-0.362142317923622,0.71157302883549,0.167915786598934,0.10753127328005,-0.797808572579546,0,-0.694104456375539,0.115890879529678,0
"Hyls1",-1.01334392027721,0.447860557357858,-0.253291017259664,-0.0388222703443643,-0.330921589352153,-0.0381545599579635,0.161982393108138,-0.625880116828777,-0.259793667322702,-0.185974544773311,-0.232166105921555,-0.620662066661508,0.730003056815884
"Hyou1",-0.102752364631596,-0.056685334163354,1.58245688082761,0.177362916337175,0.0193452079649003,0.542238497749657,0.019715996600484,-0.313619201704862,0.0996108250068494,0,1.0082628357344,0.00895780553127638,-0.166113961611039
"Hypk",0.648023836326466,0.688652889305132,1.30641420296489,0.762630943491163,0.17187215399143,0.574889155274499,0.126666859154658,-0.577906067981685,-0.373864578477315,-0.165117092966343,-0.133414326679175,-0.0278732860011358,0.048824752269811
"Hypm",0,0,-0.307259145839493,0,0,0,0,0.0184047069752647,0,0,0,0,0
"I0C0044D17Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"I730028E13Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"I730030J21Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"I830077J02Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"I830134H01Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"Iah1",2.18091338600468,0.439817092275096,2.24308234172182,-1.31443889210744,0.194014536078374,-0.0915093319393942,-0.135033711623267,-0.911803289284405,0.0532809502239622,-0.020752588569189,-0.895583491271467,0.342104640037766,-0.325852329438599
"Iapp",0.380116440005269,0,0,0,0,0,0,0,0,0,0,0,0
"Iars",0.0356922657882298,1.47958196095186,0.206550565541908,0.318538260298296,-1.79798400605186,1.10183089167463,0.27388551708713,-0.145368731672681,0.330973202578054,-0.0648675681816255,-0.615922880944441,0.040555450790386,0.500567556713594
"Iars2",0.549216992319536,1.28652540069421,-0.0913953779665123,0.0442500522478547,-0.355063258682955,2.0165002665083,-0.0380726493639343,0.071036320422809,0.972316794155399,-0.103701306236442,-1.28489613692717,0.493184125533753,0.155282707468791
"Iba57",0.287260982401486,0.128044103392823,0.278476375743071,0.468786163577979,-1.8707926616908,0.177603014836631,-0.171780186948274,-1.60472020823468,0.244454179081114,0.464182500152717,0.464168498048451,0.212103062508193,-0.0390874028143096
"Ibsp",0,0,-0.39778930343576,0,0,0,0,0,0,0,0,0,0
