_MEMBER_hits,_LogP_hits,GO,Description,_PATTERN_,_RANK_,GiniIndex
1,-2,GO:0018193,peptidyl-amino acid modification,M1,1,0
1,-3.3,GO:0009314,response to radiation,M1,1,0
1,-3.8,GO:0051223,regulation of protein transport,M1,1,0
1,-2.6,GO:2000193,positive regulation of fatty acid transport,M1,1,0
1,-2.2,GO:0050796,regulation of insulin secretion,M1,1,0
1,-3.9,GO:0098814,spontaneous synaptic transmission,M1,1,0
1,-3.4,GO:0009416,response to light stimulus,M1,1,0
1,-2,R-MMU-428157,Sphingolipid metabolism,M1,1,0
1,-4.3,GO:0019677,NAD catabolic process,M1,1,0
1,-2.1,GO:0035967,cellular response to topologically incorrect protein,M1,1,0
1,-3.5,GO:0071456,cellular response to hypoxia,M1,1,0
1,-3.1,GO:0001666,response to hypoxia,M1,1,0
1,-2.9,GO:0046496,nicotinamide nucleotide metabolic process,M1,1,0
1,-4.2,GO:0061669,spontaneous neurotransmitter secretion,M1,1,0
1,-2,mmu04371,Apelin signaling pathway - Mus musculus (house mouse),M1,1,0
1,-2.1,GO:1902991,regulation of amyloid precursor protein catabolic process,M1,1,0
1,-4.4,GO:0061620,glycolytic process through glucose-6-phosphate,M1,1,0
1,-4.4,GO:0009179,purine ribonucleoside diphosphate metabolic process,M1,1,0
1,-4.3,GO:0043523,regulation of neuron apoptotic process,M1,1,0
1,-3,GO:0099504,synaptic vesicle cycle,M1,1,0
1,-2.4,WP1269,Fatty acid beta oxidation,M1,1,0
1,-2.7,mmu04936,Alcoholic liver disease - Mus musculus (house mouse),M1,1,0
1,-6.2,GO:0060041,retina development in camera-type eye,M1,1,0
1,-5.2,GO:0019318,hexose metabolic process,M1,1,0
1,-2,WP232,G protein signaling pathways,M1,1,0
1,-3.7,GO:0019674,NAD metabolic process,M1,1,0
1,-2.1,GO:0032434,regulation of proteasomal ubiquitin-dependent protein catabolic process,M1,1,0
1,-3.4,mmu00010,Glycolysis / Gluconeogenesis - Mus musculus (house mouse),M1,1,0
1,-3.6,mmu00030,Pentose phosphate pathway - Mus musculus (house mouse),M1,1,0
1,-3.5,mmu00051,Fructose and mannose metabolism - Mus musculus (house mouse),M1,1,0
1,-2.9,GO:0007623,circadian rhythm,M1,1,0
1,-2,GO:1904063,negative regulation of cation transmembrane transport,M1,1,0
1,-2.2,GO:2000191,regulation of fatty acid transport,M1,1,0
1,-2,GO:0048592,eye morphogenesis,M1,1,0
1,-2.9,R-MMU-70263,Gluconeogenesis,M1,1,0
1,-2.1,GO:0032787,monocarboxylic acid metabolic process,M1,1,0
1,-3.7,GO:0046032,ADP catabolic process,M1,1,0
1,-2.1,GO:0010563,negative regulation of phosphorus metabolic process,M1,1,0
1,-2.8,GO:0043068,positive regulation of programmed cell death,M1,1,0
1,-2.3,GO:0023061,signal release,M1,1,0
1,-2.7,R-MMU-2514856,The phototransduction cascade,M1,1,0
1,-4.1,GO:0070201,regulation of establishment of protein localization,M1,1,0
1,-2,mmu00565,Ether lipid metabolism - Mus musculus (house mouse),M1,1,0
1,-4.7,GO:0061718,glucose catabolic process to pyruvate,M1,1,0
1,-2.9,GO:0045292,"mRNA cis splicing, via spliceosome",M1,1,0
1,-2.7,R-MMU-8955332,Carboxyterminal post-translational modifications of tubulin,M1,1,0
1,-2.2,GO:0070482,response to oxygen levels,M1,1,0
1,-2,mmu05010,Alzheimer disease - Mus musculus (house mouse),M1,1,0
1,-2.8,GO:0072524,pyridine-containing compound metabolic process,M1,1,0
1,-3.6,GO:0009137,purine nucleoside diphosphate catabolic process,M1,1,0
1,-2.8,GO:0019319,hexose biosynthetic process,M1,1,0
1,-2.6,GO:2000300,regulation of synaptic vesicle exocytosis,M1,1,0
1,-3,GO:0019216,regulation of lipid metabolic process,M1,1,0
1,-3,GO:0036294,cellular response to decreased oxygen levels,M1,1,0
1,-2.3,GO:0016051,carbohydrate biosynthetic process,M1,1,0
1,-3.8,GO:0042752,regulation of circadian rhythm,M1,1,0
1,-4.6,GO:0050953,sensory perception of light stimulus,M1,1,0
1,-2.1,GO:0031338,regulation of vesicle fusion,M1,1,0
1,-3.6,GO:0099643,signal release from synapse,M1,1,0
1,-4.6,GO:0150063,visual system development,M1,1,0
1,-3.1,R-MMU-4086398,Ca2+ pathway,M1,1,0
1,-3.2,WP493,Mapk signaling pathway,M1,1,0
1,-4,GO:0045923,positive regulation of fatty acid metabolic process,M1,1,0
1,-2.2,R-MMU-109582,Hemostasis,M1,1,0
1,-2.7,GO:0099003,vesicle-mediated transport in synapse,M1,1,0
1,-3.5,GO:0006734,NADH metabolic process,M1,1,0
1,-2.3,GO:0007254,JNK cascade,M1,1,0
1,-4.5,GO:0048880,sensory system development,M1,1,0
1,-3.7,GO:0060627,regulation of vesicle-mediated transport,M1,1,0
1,-4.7,GO:0006735,NADH regeneration,M1,1,0
1,-2.3,GO:0035966,response to topologically incorrect protein,M1,1,0
1,-2.7,GO:1903829,positive regulation of protein localization,M1,1,0
1,-2.1,GO:0045936,negative regulation of phosphate metabolic process,M1,1,0
1,-2.1,GO:0009205,purine ribonucleoside triphosphate metabolic process,M1,1,0
1,-3.8,GO:0016052,carbohydrate catabolic process,M1,1,0
1,-2.9,GO:0018200,peptidyl-glutamic acid modification,M1,1,0
1,-3.1,GO:1902992,negative regulation of amyloid precursor protein catabolic process,M1,1,0
1,-4.6,GO:0046031,ADP metabolic process,M1,1,0
1,-2.4,R-MMU-5673000,RAF activation,M1,1,0
1,-3.2,GO:0072665,protein localization to vacuole,M1,1,0
1,-3,GO:0072523,purine-containing compound catabolic process,M1,1,0
1,-3.6,GO:0009181,purine ribonucleoside diphosphate catabolic process,M1,1,0
1,-2.1,WP447,Adipogenesis genes,M1,1,0
1,-2.9,GO:0032305,positive regulation of icosanoid secretion,M1,1,0
1,-2.7,GO:1901292,nucleoside phosphate catabolic process,M1,1,0
1,-2.2,GO:0032436,positive regulation of proteasomal ubiquitin-dependent protein catabolic process,M1,1,0
1,-2.6,GO:0046434,organophosphate catabolic process,M1,1,0
1,-2.3,GO:0009746,response to hexose,M1,1,0
1,-2.7,GO:0032469,endoplasmic reticulum calcium ion homeostasis,M1,1,0
1,-2.7,GO:0006836,neurotransmitter transport,M1,1,0
1,-2.4,GO:0071470,cellular response to osmotic stress,M1,1,0
1,-4.3,GO:0032922,circadian regulation of gene expression,M1,1,0
1,-3.9,GO:0006096,glycolytic process,M1,1,0
1,-2.5,R-MMU-5628897,TP53 Regulates Metabolic Genes,M1,1,0
1,-4.7,GO:0005996,monosaccharide metabolic process,M1,1,0
1,-3.8,WP3675,Factors and pathways affecting insulin like growth factor IGF1 Akt signaling,M1,1,0
1,-2.1,R-MMU-383280,Nuclear Receptor transcription pathway,M1,1,0
1,-2.2,GO:0034284,response to monosaccharide,M1,1,0
1,-3,GO:0009166,nucleotide catabolic process,M1,1,0
