"genenames","signed_p_Rp_Emp2ko_norvsOIR","signed_p_RPE_Emp2ko_norvsOIR","signed_p_SC_F_Emp2ko_norvsOIR","signed_p_Muller_Emp2ko_norvsOIR","signed_p_Microglia_Emp2ko_norvsOIR","signed_p_Cone_Emp2ko_norvsOIR","signed_p_BC_Emp2ko_norvsOIR","signed_p_AC_Emp2ko_norvsOIR","signed_p_Melano_Emp2ko_norvsOIR","signed_p_Immune_Emp2ko_norvsOIR","signed_p_Endo_Emp2ko_norvsOIR","signed_p_R_BC_Emp2ko_norvsOIR","signed_p_other_BCs_Emp2ko_norvsOIR","signed_p_B_T_Emp2ko_norvsOIR"
"Ccl28",-0.301027875085767,0.497726801434794,0.0561199423166438,-0.317525821840187,0,0,0,-0.387753475192759,0,0,0,0,-0.300869981487719,0
"Ccl3",-0.102320157500871,0,0,0,0.533070658806347,0.374164467855552,0,0,0,-0.421867741819112,0,0,0,-1.08177340877305
"Ccl4",-0.45567875835306,-0.496149853736183,0.935362702815536,0.0308123867810503,0.796689576615796,0.374164467855552,0.720732940906688,0,0,-1.79637182778857,0,-0.310587542543016,0,0
"Ccl5",0.192722647936916,0,0,0,0.355638922500618,0,0,0,0,0,0,0,0,-0.188373479578804
"Ccl6",-0.623171749739228,0.497726801434794,0,0,1.86907846014011,0,0,0,0,0.911984466753141,0,0,0,-1.08177340877305
"Ccl7",0.829916215417754,0,0.323849638312772,0,-0.485731767404281,0,0,0,0.259638602394189,0,0,0,0,0
"Ccl8",0,0,-0.923203054100592,0,-0.269772867862688,0,0,0,0,0,0,0,0,0
"Ccl9",-0.826188046142369,-0.741656910731928,0,0,0.802738750331747,0.94881185108962,0.439795946742596,0.0540962298644799,0,-0.162775924019892,0,0,0,0
"Ccm2",0.230017760531587,1.30263400795423,0.411804950376838,0.738079351246517,-0.16750403221209,-0.201553825533638,-0.3113534534493,-1.31663687812531,0.309547982492465,-0.191618174804815,-0.32727407096925,1.49078528571783,-0.328208822887333,1.8439176114366
"Ccm2l",0,0,0,0,0,0.605964008786993,-0.0385927348104824,0,0,-0.259638602394189,-0.668382623578296,-0.528473123271099,0,0
"Ccn1",0.114476870179642,-1.20393283561347,1.71492085830386,2.56161126159411,-3.36297036887819,0.0940744369018955,0.833075711282293,0.978252705449391,-0.306658618098292,0,0.893522799549577,-0.14521878838944,0,0
"Ccn2",-0.12140032351987,-0.238519199372289,-0.425218543138969,0.615127618981282,-0.355638922500618,-0.422499074747805,0.439795946742596,-1.13688378243769,0.179513911506728,0,-0.0784004015613408,0.310587542543016,-0.300869981487719,0
"Ccn3",-0.193147957181626,0.497726801434794,-0.108023452589198,0,0,0,0,0,0,0,0,0,0,0
"Ccn4",-0.893788367998422,0.497726801434794,-1.06214768588976,0.443624153586005,0,-0.714779678702313,-0.456892200720955,0.106716283291529,0.86944297058861,-0.259638602394189,0,0,0,0
"Ccn5",-0.292710496841786,0,0.15199821577854,0,0,0,0,0,0,0,0,-0.67141629172998,0,0
"Ccn6",0,0,0.311104714102595,0,0,0,0,0,0,0,-0.294227845881863,0,0,0
"Ccna1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ccna2",-0.713349883207869,0.497726801434794,0.466244482895032,-1.06850923667818,-0.00509838957761469,0.15116512377261,-0.145036078817936,-0.258427007659336,0.0655861374900687,0,0.294227845881863,-0.23287235641509,-0.28670631334864,-0.188373479578804
"Ccnb1",-0.012591428580174,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ccnb1ip1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ccnb2",0.461161651294325,0.497726801434794,0.0282074274858202,-0.175883697721949,-0.435037324148331,0.157485883545187,0.659021731080201,0.978252705449391,0.259638602394189,-0.259638602394189,0.676813139281898,0,0,0
"Ccnb3",0.327993190309052,0,0.569297982175488,0,0,0,0,0,0,0,0,0,0,0
"Ccnc",0.223415508915589,-0.379453979314698,-0.425306822404587,0.622932221993079,0.765046285398028,0.175119078176547,0.172240574939413,-0.560889378612384,0.430039477694027,-1.02670810562438,-0.907753996523107,-0.706369521253536,-0.30609372797342,0.298439613809476
"Ccnd1",-0.12381398923342,-4.79493085125662,1.54775268535324,3.21586493125905,-0.0746418021560708,0.374164467855552,-0.0476082510215845,1.81318606324325,0,-1.3008980125356,-0.413366313999687,-0.310587542543016,0,0
"Ccnd2",-0.287835520385368,-0.271577374194414,0.478666145473085,1.0861855581941,-4.60233476469511,-1.05969385306449,-0.53143577669194,1.36008282474992,-0.787758696940878,-0.441799507321892,-0.555190726158449,0,-0.300869981487719,1.07012620866194
"Ccnd3",0.0147267351943774,-1.71835296599176,0.0659999339973805,-0.134787323724211,0.113336747868173,-0.302178964503261,0.417875262259185,0.51885768180597,0.108119870772972,-0.167144672436065,0.38705871021059,0.418202771956129,-0.275803266257248,0.389589798608008
"Ccndbp1",0.111902216339987,0.500453033082896,0.810180073720844,-0.203978858504876,1.33959237182127,-0.140800976994837,-0.499832015283492,0.23324740900878,1.71978654494215,0.247840236257518,-0.359456406556942,-0.467610241277319,-0.698673511401253,-0.521060415549376
"Ccne1",0.513544008486567,0.803958031932586,0.838813963206721,0.0308123867810503,-0.644684595852236,-0.63235906606001,-0.276666739600334,0.0212296664602486,0.86944297058861,-0.259638602394189,0,0,-0.134044953826139,0
"Ccne2",0.543446775073694,0.497726801434794,1.47040821864129,0.419644554168021,-0.269772867862688,0.0100595721379065,-0.108209679867403,0.370997613056763,0,0,-0.156437603091355,-0.310587542543016,-0.0531139575691311,0
"Ccnf",0.101286087103663,0,0.652827051387134,0.108476235517634,0,-1.05969385306449,1.22726157715558,-0.292751195086751,0.259638602394189,0,0.294227845881863,0,0,0
"Ccng1",0.00271764797864795,0.939890207166741,-0.142444705317974,0.907447161107436,-0.0520941799125134,-0.116603609686723,-0.15364616262858,-0.774616415760078,-0.359957121673932,-0.698425405995,-0.578569515100442,-0.0639787495187308,0.220860172649078,-0.200074641035743
"Ccng2",-0.487710274669605,-0.509533989414107,0.268678714528558,1.63644684945151,1.99290408906136,-0.13098538218291,0.441387018300254,-0.436602553133618,0.0976708502561904,-0.559388035497754,0.00631751940192528,0.404853589391296,0.0867944155329287,2.53444104139069
"Ccnh",-0.150201393609534,-0.193675889052537,0.184839292755145,0.383685653463662,0.682633782556242,1.44371747761956,0.0362491939660332,0.188713707576202,0.0605916185652611,-1.06398825486315,-0.232169635853766,0.292098480323837,-0.28512345827589,-0.013708268835073
"Ccni",-0.501138795826911,-0.714498708273861,-0.0598713510480744,0.823099161893986,-0.0419705303249464,-0.112468217321579,0.217653346973975,-2.10593225418296,0.0292539806501322,0.752410086729337,-0.0510140580951243,0.437646908690277,0.0372557061226591,-0.0107097355575248
"Ccnj",-0.368592230032112,-0.182665724992456,0.287493489254781,0.205789260166462,-0.355638922500618,-1.39381170222971,-0.120714627480343,0.0246223751937051,0.037230846977204,0,-0.0561278777251106,-0.250579861237036,-0.1722613128217,-0.072450807148472
"Ccnjl",-0.150512578960093,-0.287303825901194,0.243575280365032,-0.303928431618302,0,-0.136320310140951,0.0344467330014555,-0.387753475192759,0.282917776626013,-0.259638602394189,-0.154507782769872,-0.262179654138067,1.18632009011035,0
"Ccnk",0.445100373046718,0.271396280381762,0.117851796554257,0.286183580199146,2.09571831479277,-0.0827741641179957,0.377553507365053,0.189537388293627,0.129262333211294,-0.0529481447452732,0.206315403578847,0,0.0616226466645702,0.312633807482791
"Ccnl1",0.632898894416905,0.865065899464872,0.925430545614048,3.53579073612009,0.75618570731282,0.636580725918751,1.5803850225519,1.46015890494127,0.00997528132278916,-0.889282634076214,0.404652437125472,-0.0900780363869665,0.811524733250698,-0.118895360761854
"Ccnl2",0.0450987023093549,1.21599133067163,-0.319162886013469,0.210365234638835,1.10849206501395,0.0583027930739448,1.42896166234322,2.42690736384642,1.21906350814999,-0.0880114602363591,-0.640714126034607,0.0308598329165893,0.328083850473527,-0.218279605553135
"Ccno",0.661652272120519,0,0.258162024514869,1.26371645933945,-0.169160191895234,0.605964008786993,0,0.575918481071897,0,0.428228700163429,0,0,0,0
"Ccnq",0.138560617451346,0.285425449321466,0.233809007550913,0.482874098284818,0.221649294171482,0.167099994215176,0.275756092693881,-0.0811113119254345,0.37837106553794,-0.755009457273947,-0.450430450261125,-0.469839676818293,0.794851137105095,0.699618278076947
"Ccnt1",0.407438768478472,-0.338145046932933,0.306111335654453,0.88959231417565,-0.00250580115941742,-0.125041723882029,0.378710578197468,0.224245052528782,1.10221939790887,0.41604067768611,0.0192265355938845,-0.0991997412345549,-0.562685293828154,1.15570636386813
"Ccnt2",-1.84103006381614,-0.981777372253588,0.1202609314344,0.445205279920245,0.366591904576536,-0.205697111901784,0.746123659566443,1.5476476403494,0.285619743177424,-0.881351572303641,0.938113035740616,0.0811180883963102,0.228101225525164,-0.571724370098299
"Ccny",-0.396130150290834,-0.00898577131094663,0.507224503798629,0.00472690115414796,1.30478987943775,0.129117551819876,0.0191045086097128,-0.39672829153267,0.156565303122307,0.246239424216319,-0.231391514937831,-0.912021407020679,0.51000598527104,0.95808197835486
"Ccnyl1",0.0727709611687116,-0.545906067080553,0.522819746605131,0.670020841279798,0.574473971399115,0.135227725419273,-0.237903662132516,-0.669655940571264,-1.46487697435585,-0.17844588068964,-0.0579932142176884,-0.310630542169564,-0.237398276745445,-0.625288726690389
"Ccp110",0.653652432967633,0.101566099408586,-0.236663467346818,1.41324944864378,-0.0551273623834288,0.610759785904885,2.12837216019056,-0.0296804107797636,-0.724783334415326,-0.428228700163429,0.165782309689533,-0.252209461101622,-0.0373932159806084,-0.248714261138186
"Ccpg1",0.33896824709708,0.0589167813275384,0.0443653681770809,0.936328169784864,0.402152116818835,-0.540903536730254,-0.0561640511396239,0.61822421596797,0.471900861578375,1.1919520489627,-0.839602734836967,-0.311256385548504,-0.376921528607328,0.34247689155629
"Ccpg1os",-0.47913734182687,-0.0658471728239875,0.44004063669906,0.407059781501567,-0.0908253588793595,-0.256666852811668,-0.0923230264672214,-0.252064631528229,0,-0.86944297058861,-0.19576505968823,-0.407267440859254,0.589539702884209,0
"Ccr1",0.677155024855202,0.497726801434794,-0.42701337521274,0,-2.84423636448832,0,0,0,0,1.58834503964317,0,0,0,0
"Ccr10",-0.292371076209673,0,0,0,0,0,0,-0.387753475192759,0,0,-0.73183898546358,0,-0.698534228575058,0
"Ccr1l1",0,0,0,0,-0.169160191895234,0,0,0,0,0,0,0,0,0
"Ccr2",0,0,0,0,-0.269772867862688,0,0,0,0,-0.818509414213067,0,0,0,0.188373479578804
"Ccr3",0,0,0,0,-0.169160191895234,0,0,0,0,0,0,0,0,0
"Ccr4",0,0,0,0,0,0,0,0,0,0,0,0,0,-0.188373479578804
"Ccr5",0.159073565903789,-0.496149853736183,0,0,3.15955676268891,0,-0.53143577669194,0,0,-2.65669660937989,0,0,0,0
"Ccr6",0,0,0,0,-0.435037324148331,0,0,0,0,0,0,0,0,0.248714261138186
"Ccr7",-0.777364330577808,0,0,0,0,0,0,0,0,-2.81964980806836,0,0,0,0.233722439244209
"Ccr8",0,0,0,0,0,0,0,0,0,0,0,0,0,0.188373479578804
"Ccr9",0.513544008486567,-0.496149853736183,0,0,-0.169160191895234,0,0,0,0,-0.86944297058861,0,0,0,-0.366971380915926
"Ccrl2",0,-0.318020994675914,-0.195503831061032,0,-0.179177107883726,0,0,0,0,1.17229897654486,0.425504418372959,0,0,0
"Ccs",0.106615229953322,-0.557929312683007,-1.02399374522593,-0.234951591355566,-0.167757070497923,-0.211034100625978,-0.267097279640896,0.142630204368178,0.264400966237264,0.57938114717758,-1.64496748270194,0.953498640327952,0.241748680153501,-0.719264496732971
"Ccsap",-0.369227886506554,0,-1.3902612458167,-0.00438660997451374,-1.5383132064685,0.507709623021497,0.0982693924131202,2.37552243894942,0.428228700163429,-1.52659084595303,-0.73183898546358,0,-0.0104943438717289,0.576460425757934
"Ccser1",-0.899936695215102,0.154015187456977,-0.365072601682478,-0.491364305272396,-0.644684595852236,-0.259303564755957,0.0919486302790979,0.476493068918033,0.86944297058861,-0.245181203443877,0.676813139281898,-0.272850713661099,-0.990233899670916,-1.08177340877305
"Ccser2",-0.435327464091895,0.0530528435561799,-0.431846362603791,1.71645931666977,0.738446686320802,0.814355825384428,0.170385387747922,0.113935756494101,0.0714833682481598,-0.99767471399055,-0.66654831877252,0.338813791435049,0.355467334165655,0.069354922207647
"Cct2",0.0961351713556021,0.707758177482653,1.07656007079336,0.505645834188901,0.893925719720691,-0.395268226065907,-0.138295100809501,0.320514155005751,0.256236222712076,-2.67650823530328,-0.25307354091823,0.911070195276333,0.12410975151578,0.108050208470166
"Cct3",-0.412655947784211,-0.699980879745945,-0.0626512845020529,-0.672726160241096,0.643213340813443,0.444115791361648,0.191791512700828,-0.782287627392843,0.230249917835677,-1.67197231463441,0.640336330394275,-0.980798842531386,2.17171477433252,0.045620077200448
"Cct4",0.184500338430424,1.06468330647619,1.69951332299871,2.13430291877491,0.596696708211843,-1.135297068104,-0.554674646923059,-0.743299751848208,-0.302157159224235,0.0632861826310031,0.0979188285886674,0.221381679463146,-0.177824271980669,0.197193450641641
"Cct5",-1.31757842682529,-1.54989828183138,0.805473269628833,-0.512361143666668,-0.0259089759840052,-0.028888172936836,-0.00838745543992791,-0.808504627259574,0.0650471754139582,-0.213336752272966,-0.254695831174905,-0.614165929779142,-1.0331791462248,-0.719264496732971
"Cct6a",-0.985547434859168,-0.242649464655114,0.369011955579679,0.746992243949078,-0.111763579985453,-1.42367546936327,0.102031263132815,-0.233710587639715,-0.921893562646657,-0.0802754630973695,-0.167756215493596,0.138403957383364,0.845940276233477,-0.197193450641641
"Cct6b",0.143614311805604,0,0,0.108476235517634,0,0.605964008786993,0.172046162900748,0.0540962298644799,0,0,0,0,-0.698534228575058,0
"Cct7",0.0773203486970413,-0.0891891064547968,0.119824316573719,0.501756576677478,0.433268574659586,-0.97051739104445,0.0507032569830078,0.862483468783182,-0.334229448178389,-0.39445446730652,0.192174999948685,0.0859520873274056,0.25187563870044,0.486237171011078
"Cct8",-0.243149598118706,0.378097591076174,0.727241092282457,1.19923911091415,0.945961406892122,0.490894715256314,-1.39685173087031,-0.071944595931691,0.113913839454465,-0.252105030307005,0.301814814786894,-0.031060484175323,1.10229271428873,0.276339969759381
"Cct8l1",0.159073565903789,0,0,-0.541144687362586,-1.5383132064685,0,0,0,0,0,0,0,0,0
"Ccz1",0.200623017682667,0.852444914661407,0.973713374208761,-0.280887879459901,0.214195701456745,1.30826794881825,-0.101597044292236,0.78215225096947,0.81064334203644,-0.0610003044180525,-0.00631751940192528,0.749451639851514,0.281082426729172,0.113639606660777
"Cd101",0,0,0.115751731642188,0,-0.510985152624959,0,0,0,0,1.30847518933079,0,0,0,-0.328828049866948
"Cd109",-1.29617974427927,0,0.382240014869562,0,-0.169160191895234,0,0,0,0.850351916443357,0,0.386109229170763,0,0,0
"Cd14",-2.42837701980662,-0.182155048972858,0,0,-0.15445477393645,0,-0.312158173579466,0,0,0.371740073268311,0.294227845881863,0,-1.23091902577221,0
"Cd151",0.410302831824293,0.229954131328796,-0.0793795429170488,0.612649973163128,-0.340912484363459,-1.05969385306449,0.295217993630482,1.36008282474992,-0.300792471940808,-0.020879000933751,-0.130023107168996,0.469333812749845,-0.262018405087436,-0.188373479578804
"Cd160",-0.327993190309052,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cd163",-0.102320157500871,0.497726801434794,0,0,-0.714591554246161,0,-0.53143577669194,0,0,-0.755009457273947,0,0,0,0
"Cd163l1",0,0,0,0,0,0,0,0,0,0,0,0,0,-0.188373479578804
"Cd164",0.473143779832825,1.18090164246856,0.163864926329254,-0.123827209104092,0.1137411566346,0.270137677414275,-0.262585653361967,1.16767802203371,-0.606403668048061,-0.0580583145298466,-0.00606339606006902,0.296347132837867,0,2.13603348120521
"Cd164l2",0.513544008486567,0,-0.978720684579454,0,-0.584988042792598,0,-0.53143577669194,0.575918481071897,0.259638602394189,0,-0.294227845881863,-0.310587542543016,0,0
"Cd177",0,0,0,0,0,0,0,0,0,-0.0655861374900687,0,0,0,0
"Cd180",0.677155024855202,0.00058482895317221,0,0,3.12379546372883,0,0,0,0,-2.23426242246129,-0.294227845881863,0,0,-0.0122030155454083
"Cd19",-0.777364330577808,-0.496149853736183,0,0,0,0,0.439795946742596,0,0,0,0,0,0,0.161412688472729
"Cd1d1",-0.158213239078307,0.249667349157673,-0.0781400362359849,1.1015345577668,-0.766945091945956,0,0.439795946742596,0.359848398171227,0.037230846977204,-0.468498101710993,-0.105444535035398,0,0,0.248714261138186
"Cd2",0,0,0.569297982175488,0,0,0,0,0,0,-0.0427349091801943,0,0,0,0.080288854593224
"Cd200",-0.387475750963294,0.0843088751183116,-0.978598020756695,-0.0250369236751302,0,0.605964008786993,-0.131831556309314,-0.68671056216894,-0.394586795892552,-0.86944297058861,-0.283790286596286,0,0.267378210278468,-1.08177340877305
"Cd200r1",0.327993190309052,0,0.569297982175488,0,-0.273596544169022,0,0,0,0,-1.3008980125356,0,0,0,-0.188373479578804
"Cd200r2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cd200r3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cd200r4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cd207",0.202867306786982,0,0,-0.541144687362586,0,-0.63235906606001,0,0,0,0,0,0,0,0
"Cd209a",-0.192722647936916,-0.496149853736183,0,0,0,0,0,0,0,-0.908356721333391,0,0,0,0
"Cd209b",0.327993190309052,0,0,0,0,0,0,0,0,-0.755009457273947,0,0,0,0
"Cd209c",0,0,0,0,0,0,0,0,0,-1.35376963993314,0,-0.67141629172998,0,0
"Cd209d",0,0.497726801434794,0,0,0,0,0,0,0,-0.282917776626013,0,0,0,0
"Cd209e",-0.777364330577808,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cd209f",-0.777364330577808,0.497726801434794,0,0,0.435037324148331,0,0,0,0,0,0,0,0,0
"Cd209g",0,0.497726801434794,0,0,-0.269772867862688,0,0,0,0,0,0,0,0,0
"Cd22",0,-0.496149853736183,0,0,-0.102962075526812,0,0,0,0,0,0,0,0,-0.294306749027097
"Cd226",0,0,0,0,-0.169160191895234,0,0,0,0,-0.282917776626013,0,0,0,0.454306408412289
"Cd244a",0,0,0,0,0.510985152624959,0,0,0,0,-0.620942176851086,0,0,0,-0.188373479578804
"Cd247",-0.777364330577808,0,0,0,0,0,0.439795946742596,0,0,-0.259638602394189,0.49404392836643,0,-0.510283474845757,0.0484388417024164
"Cd248",0.127323313553334,0.497726801434794,0.0370866451904824,-0.541144687362586,-0.169160191895234,-0.0810673374173941,0,0,0,0,0,0,-0.300869981487719,0
"Cd24a",-0.644268808082276,0.37956002581368,0.172765470823901,-1.08212734459253,-0.169160191895234,0,1.22726157715558,-1.19989643244726,0,0.218417041465027,0.338713384483911,0,-0.698534228575058,0.758710892697587
"Cd27",0,0,0,0,0,0,0,0,0,0,0,0,0,0.120957615765547
"Cd274",0.267397274897705,-0.591622019240085,-0.37064058251767,1.06692735753909,-0.112908106384952,0,-0.881645338738696,0,0.0101197913251236,1.68836484587615,0,-1.18263045874708,0,0.826133571163277
"Cd276",1.26290559289194,0.417500977868938,0.635172446745935,-0.0882658332485829,0.610825402413666,-0.329521343668797,2.53616830525477,-0.266701805781882,0.282917776626013,-0.259638602394189,0.855710493833524,-0.469839676818293,0.298981811138642,-1.08177340877305
"Cd28",0,0,0,0,0.355638922500618,0,0,0,0,0,0,0,0,0
"Cd2ap",1.06201891195676,0.260554868292436,-0.355404982023362,0.349327336604517,1.3317346720969,2.10899140328879,-0.0883013513117397,1.2869614733347,0.566337997989648,-0.974574224355512,-0.0184677296580271,-0.100439456623201,-0.394742134361742,-0.688877008437654
"Cd2bp2",0.185743495793693,-0.557145128973256,-0.603830129880592,-0.455055598018236,-0.250395093367032,0.580121272030312,0.0231648308991818,-0.217589346142845,0.371372306549557,0.495894968997479,0.444003287712824,-0.0472700063584293,-1.61210247573513,-0.0335159739887266
"Cd300a",-0.0128469058494322,0,-0.434102205795731,0.555344027602532,0.149725050199757,0,0,0,0.282917776626013,0.143445347524035,0,0,0,-0.188373479578804
"Cd300c",0,0,0,0,-0.269772867862688,0,0,0,0,0,0,0,0,0
"Cd300c2",-0.777364330577808,0,-0.42701337521274,0,0.633798501525492,0,0,0,0,-0.572302165488964,0,0,-0.698534228575058,0
"Cd300e",0,0,0,0,-0.169160191895234,0,0,0,0,-0.283649111166211,0,0,0,0
"Cd300lb",0,0,-0.42701337521274,0,1.09664908485451,0,0,0,0,0.383274427228503,0,0,0,0
"Cd300ld",0,0,0,0,-0.278128166893978,0,0,0,0,0.357156696271607,0,0,0,0
"Cd300ld2",0,0,0,0,-0.844431633630485,0,0,0,0,-0.149445221982504,0,0,0,0
"Cd300ld3",-0.012591428580174,0,0,0,-0.800327540083227,0,0,0,0,-0.103374812289806,0,0,0,0
"Cd300ld4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cd300ld5",0.677155024855202,0.497726801434794,0,0,-3.42288326840953,0,-0.53143577669194,0,0,0.0538410217079551,0,0,0,0
"Cd300lf",-1.76064507156612,0.497726801434794,0,0,0.451277410281666,-0.374164467855552,0,0,0,3.80829839396117,0,-0.310587542543016,0,-1.08177340877305
"Cd300lg",0,0,0.569297982175488,0,-0.269772867862688,0,0,0,0,-0.208257402164543,0.0428779186272463,0,0,0
"Cd302",0.30194768644734,-0.0546749225749364,-1.46484240131059,-1.50068880020223,-0.195830389696554,0.374164467855552,0,0.0774801402300547,-0.205619753194611,0.0346424217718542,-0.00926459326407586,-0.23287235641509,0,0
"Cd320",0.00659722181992155,-0.184013143810778,-0.0194091395886234,-0.558525423098635,-0.0908253588793595,-0.166914198048905,0.114430736537827,-0.151119973891818,-0.0775039977052905,-0.259638602394189,-0.628810970237624,-0.0566852185126407,-0.418619449388465,-0.188373479578804
"Cd33",-0.777364330577808,0.803958031932586,0,0,-0.605577074476624,0.374164467855552,0,0,0,2.20044967204192,0.49404392836643,0,-0.698534228575058,0
"Cd34",0.859792577355635,-0.494962210472484,-0.052437042574399,0.443624153586005,2.22421831211487,0.374164467855552,0,-0.387753475192759,0,-0.245181203443877,-0.0999783614911947,0,-0.698534228575058,0
"Cd36",-0.10208521058147,0.249667349157673,0.569297982175488,0,-1.60588426678247,0,0,0.575918481071897,0,-0.215798847386716,0,0,-0.300869981487719,0.699618278076947
"Cd37",-1.29617974427927,-0.248950044990197,0,0,2.77882943597639,-0.63235906606001,0.439795946742596,0,0,0.0186570807519135,0,0,-0.698534228575058,0.650792980436465
"Cd38",-0.0128469058494322,-0.247517276440898,0.478788922566801,0.719465328250341,-0.187642707024366,0,0,0,0.0427349091801943,0.259638602394189,0.642466904302615,0,0,-0.0600643012489779
"Cd3d",-0.327993190309052,0,0,0,0,0,0,0,0,0.259638602394189,0,0,0,-0.0484388417024164
"Cd3e",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0835399324092483
"Cd3eap",-0.00843299402619059,0.367072110599201,0.0741339553231579,0.166496192981864,0.875373747009225,-0.145966904583668,1.1293698225323,0.118104049414976,0.428228700163429,-0.86944297058861,-0.294227845881863,-0.018784587438428,0.259942628078743,-0.328828049866948
"Cd3g",0,-0.496149853736183,0,0,0,0,0,0,0,0,0,0,0,0.206933135332831
"Cd4",0,0,-0.42701337521274,0,-1.13179880644597,0,0,0,0,0,0,0,0,0.454306408412289
"Cd40",0.513544008486567,0,0.067581551457187,0.443624153586005,-0.00509838957761469,0,0,0,0,-2.06317864873479,-2.10422924864881,0,0,0.345127019231088
"Cd40lg",0,0,0,0,0,0,0,0,0,0,0,0,0,-0.188373479578804
"Cd44",-0.0394805291736533,1.15948695111711,0.486881462371844,-0.599250148109068,0.370975967551859,0,0.720732940906688,0,0.0604053418816491,0.500650553070085,-0.73183898546358,0,-0.300869981487719,0.304560704436545
"Cd46",0.0707367142357245,0,0.318446976505835,0.360676189270243,-0.169160191895234,0.0842996297474594,0.249788523551764,0.40140287160881,0,-0.245181203443877,-0.156437603091355,0,-0.791432981819262,0
"Cd47",13.5836705415086,0.27258173044693,-0.19750860581371,-0.572691587564508,-0.986219349393716,-0.0234443218211295,0.416141157169082,-1.61471830165739,0.191618174804815,-0.981217601721218,-0.802310080715656,0.707361304183906,-0.217696212545459,0.743436007809203
"Cd48",-0.193147957181626,0.00058482895317221,0,0,-0.0652759039548245,0,0,0,0,-0.99075217499149,0,0,0,0.493953666145274
"Cd5",0,0,0.569297982175488,0,-0.355638922500618,0,0,0,0,0,0,0,0,0.105692966102561
"Cd52",-0.478029339359225,0.00124303007065296,0.569297982175488,-0.0308123867810503,-0.0578114427810394,0,-0.53143577669194,0,0.259638602394189,0.05683188578762,0,0,-0.698534228575058,-0.281650586757207
"Cd53",-0.12567047206144,-0.496540492445839,0,0,2.8046482576484,0,-0.53143577669194,0.387753475192759,0.259638602394189,-0.120581546877184,0,-0.310587542543016,-0.698534228575058,0.281650586757207
"Cd55",0,-0.496149853736183,0.536356915086881,0,0,0,0,0,0.402017262869393,0,0.49404392836643,0,0,-0.0933781791906074
"Cd55b",0,0,-0.687575099518156,0,0,0,0,0,0,0,0,0,0,0
"Cd59a",-0.0072334976082807,0.303209752686519,-0.18699902619742,-0.0795165117922876,-0.355638922500618,-0.00563079448682753,-1.1469055894119,0.0470725151485739,-0.590702698004772,0,-0.601309289076968,-0.67141629172998,-0.275968473088239,0
"Cd59b",-0.102320157500871,0.385409298141776,-0.582936055401215,-0.541144687362586,0,-0.107082678017074,0.439795946742596,0.575918481071897,0,0,0,0,-0.698534228575058,0
"Cd5l",-0.777364330577808,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cd6",0,0,0,0,0,0,0,0,0,0.428228700163429,0,0,0,0.328828049866948
"Cd63",1.55289410746673,-0.318605408183078,0.486216076620202,-0.80642268473134,0.970753918126605,-0.307401217307039,1.46836262680864,0.603399725820797,1.16881101970696,0.868765993489366,0.306948169836133,0.126406915820803,0.719191371452656,-1.98929485356497
"Cd68",0.569064263752131,1.51297158174099,0.0330126710994095,1.02878091619518,0.403729602218299,-0.0992353609322357,0.830788257066519,1.00037895208659,0.0488957598095479,-0.103982421409955,0.339209315147811,-0.179031383435941,-0.585049302951383,-0.188373479578804
"Cd69",0,0,0,0,-0.681450180242006,0,0,0,0,-0.245181203443877,0,0,0,-0.058344329795632
"Cd7",0,0.497726801434794,0,0,0,0,0,0,0,0,0,0,0,-0.366971380915926
"Cd70",0,0,-0.42701337521274,0,0,0,0,0,0,-0.86944297058861,0,0,0.300869981487719,0
"Cd72",0,0.00058482895317221,0.0836661371883861,0.443624153586005,-0.428815175646798,0.605964008786993,0,1.07805336098894,0.502299482573821,-1.52659084595303,0,0,0,0.37345749007614
"Cd74",-0.02390788908129,-1.2388143421897,0.0777674110778434,0,-0.218176434061391,0,0.439795946742596,-0.387753475192759,0,-1.32888158941243,0,0,0,0.133484872839374
"Cd79a",0.159073565903789,-0.496149853736183,0.290118060655961,-0.0308123867810503,-0.169160191895234,-0.374164467855552,-0.312158173579466,0,0,0,-0.294227845881863,0,0,0.354165893164677
"Cd79b",0.354219051013447,-0.496149853736183,-0.42701337521274,0,-0.487178614079663,0,0,0,0,-0.020879000933751,0,0,0,0.531913252356289
"Cd80",0.327993190309052,0,-0.161747193813483,-0.541144687362586,-0.72522170524755,0.374164467855552,0,0,0,-0.0774625589333136,0,0,0,-0.328828049866948
"Cd81",-0.376125216808499,1.3939526208562,0.391086418543363,-0.503119321632156,3.38768642075272,0.557437624433824,-0.137275370919075,-0.0840055110325684,0,-0.287683594484094,0.265138836204248,1.08988934339429,-0.0219934162958852,0.130449156728743
