Gene,TotalEvidenceCounts,EvidenceHit:hits,EvidenceGO:hits,EvidencePPI:hits
93691,2.0,1,1,0
22319,2.0,1,0,1
99929,2.0,1,1,0
195018,2.0,1,0,1
320394,2.0,1,0,1
24057,2.0,1,0,1
69724,2.0,1,0,1
83925,2.0,1,1,0
70020,2.0,1,1,0
74206,2.0,1,0,1
66381,2.0,1,0,1
19651,2.0,1,0,1
320472,2.0,1,0,1
67760,2.0,1,1,0
75623,2.0,1,0,1
68118,2.0,1,0,1
14672,2.0,1,0,1
241525,2.0,1,1,0
23942,2.0,1,0,1
232807,2.0,1,0,1
76789,2.0,1,0,1
12297,2.0,1,1,0
67603,2.0,1,1,0
20592,2.0,1,0,1
26357,2.0,1,0,1
70925,2.0,1,0,1
338467,2.0,1,0,1
14148,2.0,1,0,1
70604,2.0,1,0,1
67943,2.0,1,1,0
93762,2.0,1,1,0
268291,2.0,1,0,1
13197,2.0,1,1,0
19300,2.0,1,1,0
211556,2.0,1,1,0
15502,2.0,1,0,1
18597,2.0,1,1,0
20525,2.0,1,1,0
212123,2.0,1,0,1
69581,2.0,1,0,1
105689,2.0,1,0,1
211612,2.0,1,1,0
11886,2.0,1,0,1
19707,2.0,1,0,1
269639,2.0,1,0,1
67490,2.0,1,1,0
67241,2.0,1,0,1
245638,2.0,1,0,1
12874,2.0,1,0,1
20439,2.0,1,0,1
237782,2.0,1,0,1
67252,2.0,1,0,1
66477,2.0,1,0,1
16865,2.0,1,0,1
67563,2.0,1,0,1
105203,2.0,1,0,1
12226,2.0,1,1,0
74385,2.0,1,0,1
16949,2.0,1,1,0
11785,2.0,1,0,1
24113,1.0,1,0,0
654795,1.0,1,0,0
252876,1.0,1,0,0
70772,1.0,1,0,0
13358,1.0,1,0,0
72612,1.0,1,0,0
270084,1.0,1,0,0
241327,1.0,1,0,0
58800,1.0,1,0,0
100039707,1.0,1,0,0
19328,1.0,1,0,0
240034,1.0,1,0,0
320080,1.0,1,0,0
108154,1.0,1,0,0
67774,1.0,1,0,0
76773,1.0,1,0,0
106894,1.0,1,0,0
622404,1.0,1,0,0
66860,1.0,1,0,0
15936,1.0,1,0,0
381280,1.0,1,0,0
76080,1.0,1,0,0
64295,1.0,1,0,0
212168,1.0,1,0,0
110593,1.0,1,0,0
210711,1.0,1,0,0
81909,1.0,1,0,0
12808,1.0,1,0,0
216395,1.0,1,0,0
76178,1.0,1,0,0
223658,1.0,1,0,0
58180,1.0,1,0,0
69683,1.0,1,0,0
269800,1.0,1,0,0
66939,1.0,1,0,0
100317,1.0,1,0,0
338349,1.0,1,0,0
245902,1.0,1,0,0
108767,1.0,1,0,0
208501,1.0,1,0,0
66627,1.0,1,0,0
80289,1.0,1,0,0
114565,1.0,1,0,0
99237,1.0,1,0,0
13008,1.0,1,0,0
67399,1.0,1,0,0
433466,1.0,1,0,0
12751,1.0,1,0,0
30853,1.0,1,0,0
93694,1.0,1,0,0
240514,1.0,1,0,0
234214,1.0,1,0,0
12175,1.0,1,0,0
53761,1.0,1,0,0
217203,1.0,1,0,0
208795,1.0,1,0,0
18130,1.0,1,0,0
433667,1.0,1,0,0
77264,1.0,1,0,0
66980,1.0,1,0,0
67881,1.0,1,0,0
18700,1.0,1,0,0
20603,1.0,1,0,0
108857,1.0,1,0,0
110821,1.0,1,0,0
66926,1.0,1,0,0
192976,1.0,1,0,0
67897,1.0,1,0,0
74360,1.0,1,0,0
27060,1.0,1,0,0
433791,1.0,1,0,0
242259,1.0,1,0,0
18767,1.0,1,0,0
16329,1.0,1,0,0
67143,1.0,1,0,0
77044,1.0,1,0,0
13723,1.0,1,0,0
